REGISTRATION,OPERATOR,TYPE,POPULAR NAME,OPERATION TYPE,EGOW FLIGHT TYPE,CAA FLIGHT TYPE,JET/PROP,CAA OPR,CAA OPR PFX,CAA LESSOR PREFIX,CAA FLIGHT,FIXED C/S,SEATS,WARNINGS,NOTES,ICAO 24,ICAO ACFT CLASS,OWNER,COUNTRY
2-MSFL,,B38M,,,,,,,,,,,,,,43EE6D,,,GUERNSEY
2-MSTG,,C510,,,,,,,,,,,,,,43EB96,L2J,MUSTANG SALLY AVIATION LTD,UNITED KINGDOM
2-MUJJ,,EA50,,,,,,,,,,,,,,43EE23,L2J,,UNITED KINGDOM
2-MUST,,C510,,,,,,,,,,,,,,43EB6D,L2J,WILLIAM MCSWEENY,UNITED KINGDOM
2-MXBA,,A333,,,,,,,,,,,,,,43EE7C,L2J,,UNITED KINGDOM
2-MXBB,,A333,,,,,,,,,,,,,,43EE7D,,,GUERNSEY
2-MXBC,,A333,,,,,,,,,,,,,,43EE7B,L2J,,UNITED KINGDOM
2-NAOM,,EA50,,,,,,,,,,,,,,43EDF0,L2J,,UNITED KINGDOM
2-NAPA,,H25B,,,,,,,,,,,,,,43EE09,L2J,,UNITED KINGDOM
2-NEIL,,AT75,,,,,,,,,,,,,,43EEC6,L2T,,UNITED KINGDOM
2-NGUS,,DA42,,,,,,,,,,,,,,43ED05,L2P,,UNITED KINGDOM
2-NGUT,,DA62,,,,,,,,,,,,,,43EDA9,,,GUERNSEY
2-NICE,,CL60,,,,,,,,,,,,,,43EDEA,L2J,,UNITED KINGDOM
2-NITE,,CL60,,,,,,,,,,,,,,43EE3B,L2J,,UNITED KINGDOM
2-NNOI,,B738,,,,,,,,,,,,,,43F71B,,,
2-NNOO,,B738,,,,,,,,,,,,,,43F726,,,
2-NNPP,,B738,,,,,,,,,,,,,,43F727,,,
2-NOOR,,AC11,,,,,,,,,,,,,,43EB39,L1P,PRIVATE,UNITED KINGDOM
2-NOVA,,BE55,,,,,,,,,,,,,,43EBBE,L2P,,UNITED KINGDOM
2-NYAW,,FA50,,,,,,,,,,,,,,43EB9F,L3J,RA EXPANSION,UNITED KINGDOM
2-OAOM,,F100,,,,,,,,,,,,,,43F724,,,GUERNSEY
2-ONEL,,LJ75,,,,,,,,,,,,,,43F7C0,,,GUERNSEY
2-OOOX,,F2TH,,,,,,,,,,,,,,43EDBA,L2J,,UNITED KINGDOM
2-OOPC,CENTRELINE AIR CHARTER,E55P,,,,,,,,,,,,,,43EE73,L2J,,UNITED KINGDOM
2-OTOD,ORTAC,C25B,,,,,,,ORT,,,,,,,43F702,,,GUERNSEY
2-OTWO,,H25B,,,,,,,,,,,,,,43ECD1,L2J,,UNITED KINGDOM
2-OWLC,,PA31,,,,,,,,,,,,,,43EB75,L2P,,UNITED KINGDOM
2-PADY,,AT73,,,,,,,,,,,,,,43F6C9,,,GUERNSEY
2-PASA,,DA40,,,,,,,,,,,,,,43ECF7,L1P,,UNITED KINGDOM
2-PASB,,DA40,,,,,,,,,,,,,,43ECF8,L1P,,UNITED KINGDOM
2-PASC,,DA40,,,,,,,,,,,,,,43ECF9,L1P,,UNITED KINGDOM
2-PASD,,DA40,,,,,,,,,,,,,,43ECFA,L1P,,UNITED KINGDOM
2-PASE,,DA42,,,,,,,,,,,,,,43ECFB,L2P,,UNITED KINGDOM
2-PETE,,PA32,,,,,,,,,,,,,,43EC0D,L1P,,UNITED KINGDOM
2-PHIL,,PRM1,,,,,,,,,,,,,,43EED9,L2J,,UNITED KINGDOM
2-PJBA,,GAZL,,,,,,,,,,,,,,43EBF7,H1T,,UNITED KINGDOM
2-PKSG,,AT76,,,,,,,,,,,,,,43EC05,L2T,,UNITED KINGDOM
2-PLAY,,TBM7,,,,,,,,,,,,,,43EAFF,L1T,N700 VB LTD,UNITED KINGDOM
2-POSH,,C25M,,,,,,,,,,,,,,43EC0E,L2J,,UNITED KINGDOM
2-PROF,,R66,,,,,,,,,,,,,,43ECA4,H1T,,UNITED KINGDOM
2-PROP,,BE58,,,,,,,,,,,,,,43EBB3,L2P,PRIVATE,UNITED KINGDOM
2-PTXC,,TBM7,,,,,,,,,,,,,,43F773,,,GUERNSEY
2-PUBS,,A109,,,,,,,,,,,,,,43EE49,H2T,,UNITED KINGDOM
2-RACE,,AC11,,,,,,,,,,,,,,43EB1B,L1P,PRIVATE,UNITED KINGDOM
2-RAYS,,EA50,,,,,,,,,,,,,,43ED9B,L2J,CHANNEL JETS,UNITED KINGDOM
2-RBLF,,B738,,,,,,,,,,,,,,43EC6C,L2J,,UNITED KINGDOM
2-RBLZ,,E75S,,,,,,,,,,,,,,43EDCA,L2J,,UNITED KINGDOM
2-RBTS,,F2TH,,,,,,,,,,,,,,43EE1B,L2J,,UNITED KINGDOM
2-REDY,,TBM9,,,,,,,,,,,,,,43F6C6,,,GUERNSEY
2-REIN,VOLARE AVIATION,CL60,,,,,,,VLZ,,,,,,,43ED6C,,,GUERNSEY
2-REJA,,AT76,,,,,,,,,,,,,,43F728,,,GUERNSEY
2-RELC,,A20N,,,,,,,,,,,,,,43F6F2,,,GUERNSEY
2-RFZA,,F100,,,,,,,,,,,,,,43EF54,,,GUERNSEY
2-RIDE,,TBM7,,,,,,,,,,,,,,43EEA3,L1T,,UNITED KINGDOM
2-RIOH,,NAVI,,,,,,,,,,,,,,43EB04,L1P,PRIVATE,UNITED KINGDOM
2-RIST,,PC24,,,,,,,,,,,,,,43EE14,,,GUERNSEY
2-RJFA,,B737,,,,,,,,,,,,,,43EEF2,L2J,,UNITED KINGDOM
2-RLAO,,AT45,,,,,,,,,,,,,,43EBC9,L2T,,UNITED KINGDOM
2-RLAV,,A345,,,,,,,,,,,,,,43EC24,L4J,,UNITED KINGDOM
2-RLAW,,A345,,,,,,,,,,,,,,43EC38,L4J,,UNITED KINGDOM
2-RLAX,,A332,,,,,,,,,,,,,,43EC58,L2J,,UNITED KINGDOM
2-RLAY,,A332,,,,,,,,,,,,,,43EC66,L2J,,UNITED KINGDOM
2-RLBC,,A345,,,,,,,,,,,,,,43EC6F,L4J,,UNITED KINGDOM
2-RLBE,,B738,,,,,,,,,,,,,,43EC6B,L2J,,UNITED KINGDOM
2-RLBM,,B773,,,,,,,,,,,,,,43ED32,L2J,,UNITED KINGDOM
2-RLBQ,,AT76,,,,,,,,,,,,,,43ED54,L2T,,UNITED KINGDOM
2-RLBS,,AT46,,,,,,,,,,,,,,43EDC2,L2T,,UNITED KINGDOM
2-RLBU,,E75S,,,,,,,,,,,,,,43EDC5,L2J,,UNITED KINGDOM
2-RLBV,,E75S,,,,,,,,,,,,,,43EDC6,,,GUERNSEY
2-RLBW,,E75S,,,,,,,,,,,,,,43EDC7,,,GUERNSEY
2-RLBX,,E75L,,,,,,,,,,,,,,43EDC8,L2J,,UNITED KINGDOM
2-RLBY,,E170,,,,,,,,,,,,,,43EDC9,L2J,,UNITED KINGDOM
2-RLET,,E290,,,,,,,,,,,,,,43EE80,,,UNITED KINGDOM
2-RLMT,,E295,,,,,,,,,,,,,,43F70A,,,GUERNSEY
2-RNWL,,C25M,,,,,,,,,,,,,,43EC2E,L2J,,UNITED KINGDOM
2-ROCK,,SR22,,,,,,,,,,,,,,43EB11,L1P,PRIVATE,UNITED KINGDOM
2-RODS,,C310,,,,,,,,,,,,,,43EBB1,L2P,PRIVATE,UNITED KINGDOM
2-RORO,,S22T,,,,,,,,,,,,,,43EC55,L1P,,UNITED KINGDOM
2-RPCA,,A333,,,,,,,,,,,,,,43EE5F,L2J,,UNITED KINGDOM
2-RPCC,,DH8D,,,,,,,,,,,,,,43EE75,L2T,,UNITED KINGDOM
2-RTNA,,B738,,,,,,,,,,,,,,43ED93,L2J,,UNITED KINGDOM
2-RUFF,,K100,,,,,,,,,,,,,,43F704,,,GUERNSEY
2-SALA,,PA32,,,,,,,,,,,,,,43EB63,L1P,PRIVATE,UNITED KINGDOM
2-SALE,MORSON GROUP,DA62,,,VC,P,,,,,,2SALE,,,,,,,
2-SGSG,,B737,,,,,,,,,,,,,,43EC3E,,,GUERNSEY
2-SHEE,,EA50,,,,,,,,,,,,,,43EE47,L2J,,UNITED KINGDOM
2-SHSV,,A333,,,,,,,,,,,,,,43EE3F,,,GUERNSEY
2-SING,,SR22,,,,,,,,,,,,,,43ED0E,L1P,,UNITED KINGDOM
2-SIVA,,B738,,,,,,,,,,,,,,43EE4E,L2J,,UNITED KINGDOM
2-SKYW,,E145,,,,,,,,,,,,,,43EECF,L2J,,UNITED KINGDOM
2-SKYZ,,SR22,,,,,,,,,,,,,,43ED0F,L1P,,UNITED KINGDOM
2-SLOW,,CL60,,,,,,,,,,,,,,43ECD8,L2J,,UNITED KINGDOM
2-SMBC,,A320,,,,,,,,,,,,,,43F79C,,,GUERNSEY
2-SMKM,,SR20,,,,,,,,,,,,,,43EB64,L1P,PRIVATE,UNITED KINGDOM
2-SMRT,VOLARE AVIATION,CRJ2,,,,,,,VLZ,,,,,,,43F77B,,,GUERNSEY
2-SMSN,,CL60,,,,,,,,,,,,,,43EE8C,L2J,,UNITED KINGDOM
2-SNOW,,P46T,,,,,,,,,,,,,,43EC8B,L1T,,UNITED KINGDOM
2-SSCA,,A333,,,,,,,,,,,,,,43EDA4,L2J,,UNITED KINGDOM
2-SSIA,,A319,,,,,,,,,,,,,,43EE16,L2J,,UNITED KINGDOM
2-STEF,,AT76,,,,,,,,,,,,,,43F7BF,,,GUERNSEY
2-STEV,,ALO2,,,,,,,,,,,,,,43EC36,H1T,,UNITED KINGDOM
2-STLB,,A345,,,,,,,,,,,,,,43F718,,,GUERNSEY
2-STLD,,A345,,,,,,,,,,,,,,43F719,,,GUERNSEY
2-STNB,,A346,,,,,,,,,,,,,,43F714,,,GUERNSEY
2-STNF,,A346,,,,,,,,,,,,,,43F716,,,GUERNSEY
2-STRA,,A319,,,,,,,,,,,,,,43EC8A,L2J,,UNITED KINGDOM
2-SWIS,,CL60,,,,,,,,,,,,,,43EE89,L2J,,UNITED KINGDOM
2-SXTF,,A333,,,,,,,,,,,,,,43EE7A,,,GUERNSEY
2-TABS,,EA50,,,,,,,,,,,,,,43EDD9,L2J,,UNITED KINGDOM
2-TAKA,,EA50,,,,,,,,,,,,,,43ED58,L2J,,UNITED KINGDOM
2-TAXI,,PA34,,,,,,,,,,,,,,43EB94,L2P,PRIVATE,UNITED KINGDOM
2-TBGT,,TB20,,,,,,,,,,,,,,43EC26,L1P,,UNITED KINGDOM
2-TBMI,,TBM9,,,,,,,,,,,,,,43EBCC,L1T,TBM AVIATION LTD,UNITED KINGDOM
2-TEAM,,C25B,,,,,,,,,,,,,,43EC2B,L2J,,UNITED KINGDOM
2-TESH,,DA40,,,,,,,,,,,,,,43F71D,,,GUERNSEY
2-TESJ,,DA40,,,,,,,,,,,,,,43F758,,,GUERNSEY
2-TESK,,DA40,,,,,,,,,,,,,,43F759,,,GUERNSEY
2-TFCA,,B752,,,,,,,,,,,,,,43EEB7,L2J,,UNITED KINGDOM
2-TGHC,,E145,,,,,,,,,,,,,,43ED07,L2J,,UNITED KINGDOM
2-TGHD,,E145,,,,,,,,,,,,,,43ECF1,L2J,,UNITED KINGDOM
2-TGHE,,E145,,,,,,,,,,,,,,43EB67,L2J,,UNITED KINGDOM
2-TGHH,,E145,,,,,,,,,,,,,,43EB8B,L2J,,UNITED KINGDOM
2-THCL,,C25C,,,,,,,,,,,,,,43EEF1,L2J,,UNITED KINGDOM
2-TIJL,ORTAC,E55P,,,,,,,ORT,,,,,,,43F703,,,GUERNSEY
2-TIYM,,AT76,,,,,,,,,,,,,,43F7AF,,,GUERNSEY
2-TIYN,,AT76,,,,,,,,,,,,,,43F7AE,,,GUERNSEY
2-TJEH,,B773,,,,,,,,,,,,,,43ECE7,L2J,,UNITED KINGDOM
2-TJFK,,B738,,,,,,,,,,,,,,43EC94,L2J,,UNITED KINGDOM
2-TKQA,,B77W,,,,,,,,,,,,,,43EEA8,L2J,,UNITED KINGDOM
2-TKQB,,B77W,,,,,,,,,,,,,,43EEAC,L2J,,UNITED KINGDOM
2-TOBI,,S22T,,,,,,,,,,,,,,43F705,,,GUERNSEY
2-TRAC,,P46T,,,,,,,,,,,,,,43EC5E,L1T,,UNITED KINGDOM
2-TRAV,,GLF5,,,,,,,,,,,,,,43EB77,L2J,,UNITED KINGDOM
2-TRVL,,CL60,,,,,,,,,,,,,,43EC73,L2J,,UNITED KINGDOM
2-TSPP,,B738,,,,,,,,,,,,,,43EEEB,L2J,,UNITED KINGDOM
2-TSSA,,B762,,,,,,,,,,,,,,43EC44,L2J,,UNITED KINGDOM
2-TSUU,,DH8D,,,,,,,NAC,,,YUKON,,,,43EC50,L2T,,UNITED KINGDOM
2-TSYW,,B738,,,,,,,,,,,,,,43EEDA,L2J,,UNITED KINGDOM
2-TSYX,,,,,,,,,,,,,,,,43EEDC,,,GUERNSEY
2-TSYY,,B738,,,,,,,,,,,,,,43EEDB,L2J,,UNITED KINGDOM
2-TTGA,,B738,,,,,,,,,,,,,,43F762,,,GUERNSEY
2-TTGB,,B738,,,,,,,,,,,,,,43EF1E,,,GUERNSEY
2-TWDC,,A20N,,,,,,,,,,,,,,43EF26,,,GUERNSEY
2-TWGN,,A20N,,,,,,,,,,,,,,43F6C2,,,GUERNSEY
2-TWJO,,A20N,,,,,,,,,,,,,,43F6EC,,,GUERNSEY
2-UTMH,,B738,,,,,,,,,,,,,,43EC52,,,GUERNSEY
2-VCXC,,,,,,,,,,,,,,,,43F789,,,GUERNSEY
2-VHZL,,B738,,,,,,,,,,,,,,43F78B,,,GUERNSEY
2-VIDZ,,A320,,,,,,,,,,,,,,43EE2C,,,GUERNSEY
2-VIHA,,A320,,,,,,,,,,,,,,43EE2B,,,GUERNSEY
2-VIHC,,A320,,,,,,,,,,,,,,43EE22,,,GUERNSEY
2-VISS,,A333,,,,,,,,,,,,,,43EE44,,,GUERNSEY
2-VJGS,,B738,,,,,,,,,,,,,,43ECB1,L2J,,UNITED KINGDOM
2-VKSA,,B738,,,,,,,,,,,,,,43EE90,L2J,,UNITED KINGDOM
2-VNJA,,A320,,,,,,,,,,,,,,43F6EE,,,GUERNSEY
2-VNJB,,A320,,,,,,,,,,,,,,43F6EF,,,GUERNSEY
2-VNJC,,A320,,,,,,,,,,,,,,43F6F0,,,GUERNSEY
2-VOLC,,H25B,,,,,,,,,,,,,,43EDDD,L2J,,UNITED KINGDOM
2-VSLJ,,A320,,,,,,,,,,,,,,43EC4C,,,GUERNSEY
2-VSLO,,A320,,,,,,,,,,,,,,43ED81,L2J,,UNITED KINGDOM
2-VSLP,,A320,,,,,,,,,,,,,,43EE40,L2J,,UNITED KINGDOM
2-VSLQ,,A320,,,,,,,,,,,,,,43EDCB,,,GUERNSEY
2-VSLR,,A320,,,,,,,,,,,,,,43EDCD,L2J,,UNITED KINGDOM
2-VSLS,,A320,,,,,,,,,,,,,,43EDFB,L2J,,UNITED KINGDOM
2-VSYO,,B737,,,,,,,,,,,,,,43EDB8,L2J,,UNITED KINGDOM
2-VSYP,,B737,,,,,,,,,,,,,,43EDB9,L2J,,UNITED KINGDOM
2-VTGD,,B738,,,,,,,,,,,,,,43EE64,L2J,,UNITED KINGDOM
2-VVOT,,B738,,,,,,,,,,,,,,43EDE5,,,GUERNSEY
2-VVUC,,B738,,,,,,,,,,,,,,43EDE3,L2J,,UNITED KINGDOM
2-VYFG,,B738,,,,,,,,,,,,,,43EDBB,L2J,,UNITED KINGDOM
2-VYFI,,B738,,,,,,,,,,,,,,43EDBC,L2J,,UNITED KINGDOM
2-VYFN,,B738,,,,,,,,,,,,,,43EDBD,L2J,,UNITED KINGDOM
2-VYFP,,B738,,,,,,,,,,,,,,43EDBF,L2J,,UNITED KINGDOM
2-WANA,,E145,,,,,,,,,,,,,,43F785,,,GUERNSEY
2-WARD,,TBM7,,,,,,,,,,,,,,43ED67,L1T,,UNITED KINGDOM
2-WEBS,,EA50,,,,,,,,,,,,,,43EE36,L2J,,UNITED KINGDOM
2-WFBA,,AT43,,,,,,,,,,,,,,43EBD0,L2T,,UNITED KINGDOM
2-WILD,,GAZL,,,,,,,,,,,,,,43EBE2,H1T,,UNITED KINGDOM
2-WKTJ,,B350,,,,,,,,,,,,,,43ED4B,L2T,,UNITED KINGDOM
2-WKTN,,BE20,,,,,,,,,,,,,,43EED2,L2T,,UNITED KINGDOM
2-WKTR,CAPITAL AIR AMBULANCE,BE20,,,,,,,EGL,,,,,,,43F7B3,,,GUERNSEY
2-WLFC,,A320,,,,,,,,,,,,,,43F720,,,GUERNSEY
2-WMAN,,GAZL,,,,,,,,,,,,,,43EBF9,H1T,,UNITED KINGDOM
2-WOOD,,C55B,,,,,,,,,,,,,,43EBBF,L2J,HORIZON AIR CHARTER LLP,UNITED KINGDOM
2-WOWS,,SF50,,,,,,,,,,,,,,43EE76,,,
2-WTAB,,B738,,,,,,,,,,,,,,43ECA6,L2J,,UNITED KINGDOM
2-WTFL,,B738,,,,,,,,,,,,,,43EEA5,L2J,,UNITED KINGDOM
2-XKCC,,,,,,,,,,,,,,,,43F768,,,GUERNSEY
2-XNIV,,AT75,,,,,,,,,,,,,,43F76E,,,GUERNSEY
2-XSEV,,AT75,,,,,,,,,,,,,,43F76F,,,GUERNSEY
2-XYAL,,A320,,,,,,,,,,,,,,43EF0B,,,GUERNSEY
2-YAYA,,GLF4,,,,,,,,,,,,,,43EC92,L2J,,UNITED KINGDOM
2-YCKO,,AT75,,,,,,,,,,,,,,43EEBF,L2T,,UNITED KINGDOM
2-YELL,,P28R,,,,,,,,,,,,,,43EB0E,L1P,,UNITED KINGDOM
2-YOLO,,SF50,,,,,,,,,,,,,,43EDEE,L1J,,UNITED KINGDOM
2-YULL,,SR20,,,,,,,,,,,,,,43ED3D,L1P,,UNITED KINGDOM
2-YYAB,,AT75,,,,,,,,,,,,,,43F6C7,,,GUERNSEY
2-ZENP,ORTAC,E55P,,,,,,,ORT,,,,,,,43F70D,,,GUERNSEY
2-ZIVA,,S22T,,,,,,,,,,,,,,43ED48,L1P,,UNITED KINGDOM
2-ZOOM,,AC11,,,,,,,,,,,,,,43EB17,L1P,PRIVATE,UNITED KINGDOM
76+04,,EC45,,,,,,,,,,,,,,43EBA9,H2T,"LUFTWAFFE  	HSG-64",UNITED KINGDOM
AB910,ROYAL AIR FORCE,SPIT,,,,,,,,,,,,,,43C394,L1P,ROYAL AIR FORCE,UNITED KINGDOM
B-00UP,,AS65,,,,,,,,,,,,,,400000,H2T,,UNITED KINGDOM
BEACON,,GRND,,,,,,,,,,,,,,4CA44E,,,IRELAND
BGA2470,,GLID,,,,,,,,,,,,,,405656,,PRIVATE,UNITED KINGDOM
B-HNT,,EXPL,,,,,,,,,,,,,,4012A6,H2T,HELISERVICES (HONG KONG),UNITED KINGDOM
C-FARA,SUMMIT AIR,SC7,SKYVAN,,VC,L,,,SUT,,,,,,,,,,
C-GKOA,SUMMIT AIR,SC7,SKYVAN,,VC,L,,,SUT,,,,,,,,,,
DAAM12,,GRND,,,,,,,,,,,,,,4CA39A,,,IRELAND
DAAM2,,GRND,,,,,,,,,,,,,,4CA393,,,IRELAND
DAAM21,,GRND,,,,,,,,,,,,,,4CA39B,,,IRELAND
DAAM27,,GRND,,,,,,,,,,,,,,4CA38E,,,IRELAND
DAAM3,,GRND,,,,,,,,,,,,,,4CA394,,,IRELAND
DAAM34,,GRND,,,,,,,,,,,,,,4CA389,,,IRELAND
DAAM4,,GRND,,,,,,,,,,,,,,4CA395,,,IRELAND
DAAM5,,GRND,,,,,,,,,,,,,,4CA3CE,,,IRELAND
DAAOPS1,,GRND,,,,,,,,,,,,,,4CA3C7,,,IRELAND
DAAOPS3,,GRND,,,,,,,,,,,,,,4CA3A3,,,IRELAND
DAAP3,,GRND,,,,,,,,,,,,,,4CA3C2,,,IRELAND
DAAR1,,GRND,,,,,,,,,,,,,,4CA38B,,,IRELAND
DAAR12,,GRND,,,,,,,,,,,,,,4CA3AC,,,IRELAND
DAAR15,,GRND,,,,,,,,,,,,,,4CA3AF,,,IRELAND
DAAR2,,GRND,,,,,,,,,,,,,,4CA3A8,,,IRELAND
DAAR21,,GRND,,,,,,,,,,,,,,4CA3B9,,,IRELAND
DAAR3,,GRND,,,,,,,,,,,,,,4CA3B1,,,IRELAND
DAAR5,,GRND,,,,,,,,,,,,,,4CA3BC,,,IRELAND
DAAR8,,GRND,,,,,,,,,,,,,,4CA3A9,,,IRELAND
DAAR9,,GRND,,,,,,,,,,,,,,4CA3B6,,,IRELAND
D-ECXA,BRUTON,XA42,SBACH 342,,VC,P,,,,,,DECXA,,,,,,,
DUB-MLAT,,GRND,,,,,,,,,,,,,,4CA44C,,,IRELAND
EI-ABI,,DH83,,,,,,,,,,,,,,4CA368,L1P,AER LINGUS CHARITABLE FOUNDATION,IRELAND
EI-AEF,,C120,,,,,,,,,,,,,,4CA93F,L1P,HALLIGAN JAMES,IRELAND
EI-AEH,,L8,,,,,,,,,,,,,,4CAA83,L1P,KELLY DAVID,IRELAND
EI-AEJ,,PA16,,,,,,,,,,,,,,4CAAEE,L1P,DOLAN JAMES,IRELAND
EI-AEK,,C172,,,,,,,,,,,,,,4CAEF9,,,IRELAND
EI-AEL,,PA16,,,,,,,,,,,,,,4CAB7A,L1P,DOLAN JAMES,IRELAND
EI-AEM,,C140,,,,,,,,,,,,,,4CA289,L1P,WHITTAKER DANIEL JAMES,IRELAND
EI-AEN,,C170,,,,,,,,,,,,,,4CAB47,,,IRELAND
EI-AER,,GLF6,,,,,,,,,,,,,,4CAF0A,L2J,,IRELAND
EI-AII,,C150,,,,,,,,,,,,,,4CAA85,L1P,BAGNELL LIAM,IRELAND
EI-AOB,,P28A,,,,,,,,,,,,,,4CA361,L1P,KNOCK FLYING GROUP,IRELAND
EI-AUM,,J1,,,,,,,,,,,,,,4CA367,L1P,RAFTER THOMAS GERARD,IRELAND
EI-AVE,,PA18,,,,,,,,,,,,,,4CA5A3,,,IRELAND
EI-AYB,,GY80,,,,,,,,,,,,,,4CAEE9,,,IRELAND
EI-AZA,,B738,,,,,,,,,,,,,,4CAC62,L2J,,IRELAND
EI-AZB,,B738,,,,,,,,,,,,,,4CAC63,L2J,,IRELAND
EI-AZC,,B738,,,,,,,,,,,,,,4CAC64,L2J,,IRELAND
EI-AZD,,B738,,,,,,,,,,,,,,4CAC65,L2J,AMAZON PRIME AIR,IRELAND
EI-AZE,,B738,,,,,,,,,,,,,,4CAC66,L2J,,IRELAND
EI-AZF,,B738,,,,,,,,,,,,,,4CAD4B,L2J,,IRELAND
EI-AZG,,B738,,,,,,,,,,,,,,4CAD4C,L2J,,IRELAND
EI-BBC,,P28A,,,,,,,,,,,,,,4CA743,L1P,MILHAUD ANTOINE,IRELAND
EI-BBV,,J3,,,,,,,,,,,,,,4CA6D4,L1P,JOHNSTON ALAN NEIL,IRELAND
EI-BCJ,,F8L,,,,,,,,,,,,,,4CA528,L1P,MCLOUGHLIN MICHAEL P,IRELAND
EI-BDR,,P28A,,,,,,,,,,,,,,4CA8D2,L1P,CHEROKEE GROUP,IRELAND
EI-BIV,,BL8,,,,,,,,,,,,,,4CA4B2,L1P,ATLANTIC FLIGHT TRAINING LIMITED,IRELAND
EI-BJB,,CH7A,,,,,,,,,,,,,,4CA363,L1P,KENNEDY WILLIAM LEO,IRELAND
EI-BJM,,C152,,,,,,,,,,,,,,4CAA8E,L1P,OCONNOR KIERAN AUGUSTINE,IRELAND
EI-BJO,,C172,,,,,,,,,,,,,,4CA2EF,L1P,THE XP GROUP,IRELAND
EI-BMN,,C152,,,,,,,,,,,,,,4CAC75,L1P,OCONNOR KIERAN AUGUSTINE,IRELAND
EI-BMO,,HR20,,,,,,,,,,,,,,4CAD37,L1P,,IRELAND
EI-BUF,,C210,,,,,,,,,,,,,,4CAE08,,,IRELAND
EI-CAP,,C182,,,,,,,,,,,,,,4CABD7,L1P,EICAP LIMITED,IRELAND
EI-CBK,,AT43,,,,,,,,,,,,,,4CA03B,L2T,ELIX ASSETS 7 LIMITED,IRELAND
EI-CDP,,C182,,,,,,,,,,,,,,4CA7EC,L1P,IRISH PARACHUTE CLUB LIMITED,IRELAND
EI-CFQ,MISTRAL AIR,B733,,,,,,,MSA,,,AIRMERCI,,,,4CA14B,L2J,MISTRAL AIR,IRELAND
EI-CGH,,C210,,,,,,,,,,,,,,4CA2B8,L1P,SMITH JAMES,IRELAND
EI-CIG,,PA18,,,,,,,,,,,,,,4CAEAB,,,IRELAND
EI-CJX,,B752,,,,,,,EIN,,,SHAMROCK,,,,4CA068,L2J,ASL AIRLINES (IRELAND) LIMITED,IRELAND
EI-CKI,,ULAC,,,,,,,,,,,,,,4CA62C,,WOODGATES SIMON,IRELAND
EI-CMD,,B763,,,,,,,BPA,,,BLUE PANOROMA,,,,4CA088,L2J,SPECTRE OVERSEAS AIRCRAFT LIMITED,IRELAND
EI-COT,,C172,,,,,,,,,,,,,,4CAB01,,,IRELAND
EI-COW,,SVNH,,,,,,,,,,,,,,4CABEF,,,IRELAND
EI-CPE,,A321,,,,,,,EIN,,,SHAMROCK,,,,4CA0D1,L2J,AER LINGUS LIMITED,IRELAND
EI-CPG,,A321,,,,,,,EIN,,,SHAMROCK,,,,4CA0FE,L2J,AER LINGUS LIMITED,IRELAND
EI-CPH,,A321,,,,,,,EIN,,,SHAMROCK,,,,4CA117,L2J,AER LINGUS LIMITED,IRELAND
EI-CPP,,J3,,,,,,,,,,,,,,4CA608,L1P,KENNEDY WILLIAM,IRELAND
EI-CRV,,DIMO,,,,,,,,,,,,,,4CA35C,L1P,THE DIMONA GROUP,IRELAND
EI-CSG,,B738,,,,,,,TVS,,,SKYTRAVEL,,,,4CA127,L2J,CIT AEROSPACE INTERNATIONAL,IRELAND
EI-CSH,,B738,,,,,,,,,,,,,,4CA128,,,IRELAND
EI-CSI,,B738,,,,,,,BPA,,,BLUE PANOROMA,,,,4CA129,L2J,CIT AEROSPACE INTERNATIONAL,IRELAND
EI-CTB,RYANAIR,B738,,,,,,,RYR,,,RYANAIR,,,,4CA1B6,L2J,,IRELAND
EI-CUJ,,C172,,,,,,,,,,,,,,4CA8A6,L1P,ATLANTIC FLIGHT TRAINING LIMITED,IRELAND
EI-CUW,,BN2P,,,,,,,,,,,,,,4CA145,L2P,GALWAY AVIATION SERVICES LIMITED,IRELAND
EI-CVA,,A320,,,,,,,EIN,,,SHAMROCK,,,,4CA13D,L2J,AER LINGUS LIMITED,IRELAND
EI-CVB,,A320,,,,,,,EIN,,,SHAMROCK,,,,4CA15D,L2J,AER LINGUS LIMITED,IRELAND
EI-CVC,,A320,,,,,,,EIN,,,SHAMROCK,,,,4CA15C,L2J,AER LINGUS LIMITED,IRELAND
EI-CXN,,B733,,,,,,,,,,,,,,4CA197,L2J,TRANSALPINE LEASING LIMITED,IRELAND
EI-CXR,,B733,,,,,,,,,,,,,,4CA199,L2J,TRANSALPINE LEASING LIMITED,IRELAND
EI-CXZ,,B762,,,,,,,,,,,,,,4CA1AC,L2J,TRANSALPINE LEASING LIMITED,IRELAND
EI-DAA,,A332,,,,,,,EIN,,,SHAMROCK,,,,4CA15E,L2J,AER LINGUS LIMITED,IRELAND
EI-DAC,,B738,,,,,,,RYR,,,RYANAIR,,,,4CA1B2,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-DAD,ASL AIRLINES IRELAND,B738,,,,,,,ABR,,,CONTRACT,,,,4CA1B3,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
EI-DAE,RYANAIR,B738,,,,,,,RYR,,,RYANAIR,,,,4CA1B4,L2J,RYANAIR DESIGNATED ACTIVITY COMPANY,IRELAND
